pair_id,sent_1,sent_2,pron_1,pron_2,pron_word_id_1,pron_word_id_2,option_1,option_2,option_1_word_id_1,option_2_word_id_1,option_1_word_id_2,option_2_word_id_2,context_1,context_2,context_word_id,verb_1,verb_2,verb_word_id_1,verb_word_id_2,pron_1_replacement,pron_2_replacement,pron_1_new,pron_2_new
0-3SX4X51T82N2FOS9XFMQPC4GI0ZOAW,The card got scratched when it was continuously dragged over the table because the _ is smooth.,The card got scratched when it was continuously dragged over the table because the _ is rough.,_,_,14,14,card,table,1,11,1,11,smooth,rough,16,is,is,15,15,it,it,the _,the _
0-3UYRNV2KIVD6EFZIZ22ZEWYH35P8N1,The mouse got stuck in a hole while running with a wood branch in its mouth. The _ is small.,The mouse got stuck in a hole while running with a wood branch in its mouth. The _ is wide.,_,_,17,17,hole,wood branch,6,11,6,11,small,wide,19,is,is,18,18,It,It,The _,The _
0-3FULMHZ7OWBZDWRGBYXMK5TCX4RM43,The flag was not blowing in the wind when it was raised on the pole. The _ was heavy.,The flag was not blowing in the wind when it was raised on the pole. The _ was light.,_,_,16,16,flag,wind,1,7,1,7,heavy,light,18,was,was,17,17,It,It,The _,The _
0-3538U0YQ1H88PQGVPXOQFAHXM8K3F3,It took the water so much time to boil while placed on the flame because the _ was much.,It took the water so much time to boil while placed on the flame because the _ was low.,_,_,16,16,water,flame,3,13,3,13,much,low,18,was,was,17,17,it,it,the _,the _
0-3E24UO25QZOMYXHZN4TEH9EMTJQO6F,Betty ends up with a lot more knots in her hair than Mary because _ has long hair.,Betty ends up with a lot more knots in her hair than Mary because _ has short hair.,_,_,14,14,Betty,Mary,0,12,0,12,long,short,16,has,has,15,15,she,she,_,_
0-3Y7LTZE0YTKJZCL7LV2YDDZ6G77ZUM,"Popsicles come in many flavors, but Kenneth only likes cherry and Ian likes them all because _ is very picky.","Popsicles come in many flavors, but Kenneth only likes cherry and Ian likes them all because _ is not picky.",_,_,16,16,Kenneth,Ian,6,11,6,11,very,not,18,is,is,17,17,he,he,_,_
0-3WGCNLZJKHMFH3OKBNFH3HZFC7A1DA,The wheel of the cart had gone through the space but the handle was stuck. The _ is smaller.,The wheel of the cart had gone through the space but the handle was stuck. The _ is wider.,_,_,16,16,wheel,handle,1,12,1,12,smaller,wider,18,is,is,17,17,It,It,The _,The _
0-3MD8CKRQZ11GDUNTJDG7C6C5KD7RJR,James took off his jacket on getting home and took a shower with water because he was sweating. The _ was hot.,James took off his jacket on getting home and took a shower with water because he was sweating. The _ was cold.,_,_,19,19,jacket,water,4,13,4,13,hot,cold,21,was,was,20,20,It,It,The _,The _
0-3JMNNNO3B3ILFU67BMKL0OY5AWMW2S,James realized the bag cannot contain the bottles so he decided to put twenty jars in it. The _ are big.,James realized the bag cannot contain the bottles so he decided to put twenty jars in it. The _ are small.,_,_,18,18,bottles,jars,7,14,7,14,big,small,20,are,are,19,19,They,They,The _,The _
0-3JU8CV4BRNQ92SYBMY4NF7TBHVCPO8,The flag can hardly blow when raised up in the wind because the _ is heavy.,The flag can hardly blow when raised up in the wind because the _ is light.,_,_,13,13,flag,wind,1,10,1,10,heavy,light,15,is,is,14,14,it,it,the _,the _
0-3ACRLU860PSLM7KC9FJQFBU9XJ9BEE,The cat could not climb up through the wall so it used the pillar because the _ was smooth.,The cat could not climb up through the wall so it used the pillar because the _ was rough.,_,_,16,16,wall,pillar,8,13,8,13,smooth,rough,18,was,was,17,17,it,it,the _,the _
0-33Q5P9PUSPKNDI47Z4HYJ7D0940CZJ,"Derrick thought the letter Logan wrote was way too formal, because _ happens to prefer using a casual style.","Derrick thought the letter Logan wrote was way too formal, because _ happens to prefer using a professional style.",_,_,11,11,Derrick,Logan,0,4,0,4,casual,professional,17,happens,happens,12,12,he,he,_,_
0-3VMHWJRYHXUK5ON99MVEMQ61SYRXFS,Mary's bag protected the cloth when she walked in the mud. The _ is dirty.,Mary's bag protected the cloth when she walked in the mud. The _ is clean.,_,_,12,12,bag,cloth,1,4,1,4,dirty,clean,14,is,is,13,13,It,It,The _,The _
0-3JVP4ZJHDR6WIPJO7ICSG9WHXE1I0Z,The cat can only jump from the floor to the table and not to the top of the shelf because the _ is short.,The cat can only jump from the floor to the table and not to the top of the shelf because the _ is tall.,_,_,21,21,table,shelf,10,18,10,18,short,tall,23,is,is,22,22,it,it,the _,the _
0-31SIZS5W5BTXZHR6E30G97ORZO8QRN,The cup got full when James was just emptying the bottle he bought from the store. The _ is small.,The cup got full when James was just emptying the bottle he bought from the store. The _ is large.,_,_,17,17,cup,bottle,1,10,1,10,small,large,19,is,is,18,18,It,It,The _,The _
0-3K3G488TR4M8UUT8HWND66JV65WQ5J,James coated the top of the table with a varnish and left the chair the way it was. Now the _ is shiny.,James coated the top of the table with a varnish and left the chair the way it was. Now the _ is dull.,_,_,20,20,table,chair,6,13,6,13,shiny,dull,22,is,is,21,21,it,it,the _,the _
0-307FVKVSYTTGSTKT7SVX1NWM1JA47V,James realized he could eat more of the apple unlike the banana because the _ is small.,James realized he could eat more of the apple unlike the banana because the _ is large.,_,_,14,14,apple,banana,8,11,8,11,small,large,16,is,is,15,15,it,it,the _,the _
0-3PZDSVZ3J7V5VECGNZCMXKIC1WYN44,The fountain pen cannot write smoothly on the paper because the _ is too sharp.,The fountain pen cannot write smoothly on the paper because the _ is too rough.,_,_,11,11,pen,paper,2,8,2,8,sharp,rough,14,is,is,12,12,it,it,the _,the _
0-3VP28W7DUPY9AJNOA4JZJBMBZKEZFL,The remaining ball of thread could crochet more sweater for the kids because the _ was big.,The remaining ball of thread could crochet more sweater for the kids because the _ was small.,_,_,14,14,ball,sweater,2,8,2,8,big,small,16,was,was,15,15,it,it,the _,the _
0-3XH7ZM9YX48R7IAKX1PUNCY2PKOR9E,John had to return the chair he bought for his new office as it could not get into it because the _ is big.,John had to return the chair he bought for his new office as it could not get into it because the _ is small.,_,_,21,21,chair,office,5,11,5,11,big,small,23,is,is,22,22,it,it,the _,the _
0-3H1C3QRA01HP2NDB3H3LYXCIL0XECP,"At work, Mary takes care of hamsters, but Monica doesn't; _ works in a pet store.","At work, Mary takes care of hamsters, but Monica doesn't; _ works in a grocery store.",_,_,10,10,Mary,Monica,2,8,2,8,pet,grocery,14,works,works,11,11,she,she,_,_
0-386T3MLZLP93TJ7BYW013K24VNU80S,Jane had the ring slide down her finger too easily because the _ is too big.,Jane had the ring slide down her finger too easily because the _ is too small.,_,_,12,12,ring,finger,3,7,3,7,big,small,15,is,is,13,13,it,it,the _,the _
0-3R6RZGK0XFAJ7102UZAKVSSNT34VYF,All the routine tasks at work bore Donald but Ryan is fine with them; _ happens to prefer variety in work.,All the routine tasks at work bore Donald but Ryan is fine with them; _ happens to prefer consistency in work.,_,_,14,14,Donald,Ryan,7,9,7,9,variety,consistency,18,happens,happens,15,15,he,he,_,_
0-3G3AJKPCXN6Z7DGUU1LXE0GI4AT4YN,Eric asked Ian if he could pass him in line at the checkout at a supermarket because _ has far fewer items.,Eric asked Ian if he could pass him in line at the checkout at a supermarket because _ has far more items.,_,_,17,17,Eric,Ian,0,2,0,2,fewer,more,20,has,has,18,18,he,he,_,_
0-38XPGNCKHVEI3JLPPQYD71COMD44VV,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is athletic.","Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is artistic.",_,_,15,15,Nick,Jason,0,7,0,7,athletic,artistic,17,is,is,16,16,He,He,_,_
0-3HA5ODM5KC6154N0FRUV54SV12XVS4,The dog could not see that the pole is behind the fence because the _ is shorter.,The dog could not see that the pole is behind the fence because the _ is taller.,_,_,14,14,pole,fence,7,11,7,11,shorter,taller,16,is,is,15,15,it,it,the _,the _
0-3PKJ68EHDPA3O09QN84DY2AZYFIJHI,The snow storm in England is less severe than the rain because the _ happens seldom.,The snow storm in England is less severe than the rain because the _ happens always.,_,_,13,13,snow storm,rain,1,10,1,10,seldom,always,15,happens,happens,14,14,it,it,the _,the _
0-3ZURAPD28A1CFN2G2TA7RH2ZMZ61FR,"Summers are easy for Kayla because she doesn't work, while Laura has to work; _ is a schoolteacher.","Summers are easy for Kayla because she doesn't work, while Laura has to work; _ is a lifeguard.",_,_,14,14,Kayla,Laura,4,10,4,10,schoolteacher,lifeguard,17,is,is,15,15,she,she,_,_
0-3TZ0XG8CBUI6VOWHEU7U4XFO4CW984,"At the house, Dennis would leave the sprinkler on unlike Neil because _ is forgetful.","At the house, Dennis would leave the sprinkler on unlike Neil because _ is more reliable.",_,_,12,12,Dennis,Neil,3,10,3,10,forgetful,more reliable,14,is,is,13,13,he,he,_,_
0-3WGZLY9VCJ0XS385A8OWIRMNP1N8DJ,"If you wonder whether to use ink or a pencil to do your homework, the _ is harder to fix later.","If you wonder whether to use ink or a pencil to do your homework, the _ is easier to fix later.",_,_,15,15,ink,pencil,6,9,6,9,harder,easier,17,is,is,16,16,it,it,the _,the _
0-3XJOUITW8W5AFW4YIS5B9MP9M8ITQD,"James handed a box of items for his friend to carry but feeling lazy, his friend had his eyes on the bag because the _ is bigger.","James handed a box of items for his friend to carry but feeling lazy, his friend had his eyes on the bag because the _ is smaller.",_,_,24,24,box,bag,3,21,3,21,bigger,smaller,26,is,is,25,25,it,it,the _,the _
0-39AYGO6AFHYJA1GU6N51UI2PWGI6N5,James regretted eating the unripe mango and later decided to eat the apple instead because he found out the _ was sour.,James regretted eating the unripe mango and later decided to eat the apple instead because he found out the _ was sweet.,_,_,19,19,mango,apple,5,12,5,12,sour,sweet,21,was,was,20,20,it,it,the _,the _
0-3O71U79SRBN3LSUKH1H4QAL9LPYSMJ,"You can use both flour and cornstarch to thicken soups, but the _ is a more common kitchen ingredient.","You can use both flour and cornstarch to thicken soups, but the _ is a less common kitchen ingredient.",_,_,12,12,flour,cornstarch,4,6,4,6,more,less,15,is,is,13,13,it,it,the _,the _
0-3L1EFR8WWT3FA364M8D0EPWAWYBF9Y,Christine kept badgering Monica to get her affection and attention because _ is the daughter.,Christine kept badgering Monica to get her affection and attention because _ is the mother.,_,_,11,11,Christine,Monica,0,3,0,3,daughter,mother,14,is,is,12,12,she,she,_,_
0-33BFF6QPI3PA0C2QFMYQJY3WFM9W3B,Amy's skirt is much shorter than the one that Victoria is wearing; _ wants more attention.,Amy's skirt is much shorter than the one that Victoria is wearing; _ wants less attention.,_,_,12,12,Amy,Victoria,0,9,0,9,more,less,14,wants,wants,13,13,she,she,_,_
0-3LB1BGHFL4AJOYVK92M5M8SBMJCYT3,Michael convinced Randy that his priceless glass vase was a knockoff because _ is deceitful.,Michael convinced Randy that his priceless glass vase was a knockoff because _ is exploitable.,_,_,12,12,Michael,Randy,0,2,0,2,deceitful,exploitable,14,is,is,13,13,he,he,_,_
0-34F34TZU7YDZ9A684N16BY4X8TA2JM,"Tanya really does not see many humans, just Laura; _ is a hermit.","Tanya really does not see many humans, just Laura; _ is more social.",_,_,9,9,Tanya,Laura,0,8,0,8,a hermit,more social,11,is,is,10,10,she,she,_,_
0-3JMNNNO3B126L570RO8L8QAWLUE2WC,I chose the milk chocolate bar over the dark chocolate chip for my reward because the _ was bigger.,I chose the milk chocolate bar over the dark chocolate chip for my reward because the _ was smaller.,_,_,16,16,bar,chip,5,10,5,10,bigger,smaller,18,was,was,17,17,it,it,the _,the _
0-3CRWSLD91MI3HP1YUICVY3ZHDZ4MOX,The alarm sounding in the other room got the birds quacking but James can only hear the quack because the _ is farther.,The alarm sounding in the other room got the birds quacking but James can only hear the quack because the _ is closer.,_,_,20,20,alarm,quack,1,17,1,17,farther,closer,22,is,is,21,21,it,it,the _,the _
0-3LEG2HW4UH1J48KCLXALW0C4EKU2FD,James put the egg in the refrigerator and the meat in the sun. Now the _ is cold.,James put the egg in the refrigerator and the meat in the sun. Now the _ is hot.,_,_,15,15,egg,meat,3,9,3,9,cold,hot,17,is,is,16,16,it,it,the _,the _
0-3YKP7CX6G2DLJ36V29TKH3EJM8W7BT,My trainer advised that both freelance job and salaried employment are great but the _ is less secure.,My trainer advised that both freelance job and salaried employment are great but the _ is more secure.,_,_,14,14,freelance job,salaried employment,5,8,5,8,less,more,16,is,is,15,15,it,it,the _,the _
0-3X52SWXE0ZJYDCY98F9RC17RM8DWCL,It took the food ten additional minutes to cook over the flame because the _ was too big.,It took the food ten additional minutes to cook over the flame because the _ was too weak.,_,_,14,14,food,flame,3,11,3,11,big,weak,17,was,was,15,15,it,it,the _,the _
0-3RWO3EJELJNO60RAGW6C3BG4PP01P8,James threw the ball into the basket but it could not enter it. The _ is very big.,James threw the ball into the basket but it could not enter it. The _ is very small.,_,_,14,14,ball,basket,3,6,3,6,big,small,17,is,is,15,15,It,It,The _,The _
0-3ZQA3IO31D56L0F91WTXEBBDE6T1OL,The cotton bud could not get into the ear of the hamster because the _ is large.,The cotton bud could not get into the ear of the hamster because the _ is narrow.,_,_,14,14,bud,ear,2,8,2,8,large,narrow,16,is,is,15,15,it,it,the _,the _
0-3NCN4N1H1IVPGDXP2EM95YOICS8BN0,Kyle handed the letter to Randy for help because _ is illiterate.,Kyle handed the letter to Randy for help because _ is able to read.,_,_,9,9,Kyle,Randy,0,5,0,5,illiterate,able to read,11,is,is,10,10,he,he,_,_
0-3N2YPY1GI8C0VLIIEWAQGNOFZH8EVF,"The dog treat outweighed the drink, hence James decided to add more drink because the _ is heavier.","The dog treat outweighed the drink, hence James decided to add more drink because the _ is lighter.",_,_,15,15,treat,drink,2,5,2,5,heavier,lighter,17,is,is,16,16,it,it,the _,the _
0-36GJS3V78X4PO4EF32MVD2YXHV5GJ8,"Emily can only do 10 push ups, while Laura can do 50, so _ is weaker.","Emily can only do 10 push ups, while Laura can do 50, so _ is stronger.",_,_,13,13,Emily,Laura,0,8,0,8,weaker,stronger,15,is,is,14,14,she,she,_,_
0-38LRF35D5NAX88DLKMJP1AIZUGPU3L,"Josh had to clean sand off his feet but not his hands after going to the beach because, in general, the _ touch the sand more often.","Josh had to clean sand off his feet but not his hands after going to the beach because, in general, the _ touch the sand less often.",_,_,21,21,feet,hands,7,11,7,11,more,less,25,touch,touch,22,22,they,they,the _,the _
0-3WPCIUYH1CMGQN0TD6ZR9NIA3C5TDM,The child was not happy with the shoe that slipped off his leg when he was running. The _ is big.,The child was not happy with the shoe that slipped off his leg when he was running. The _ is small.,_,_,18,18,shoe,leg,7,12,7,12,big,small,20,is,is,19,19,It,It,The _,The _
0-329E6HTMSYGJ5C89Q8FNVN91SR43KE,"Dennis has to dig more deeply than Jeffrey to get water, because _ lives far from a water source.","Dennis has to dig more deeply than Jeffrey to get water, because _ lives close to a water source.",_,_,12,12,Dennis,Jeffrey,0,7,0,7,far from,close to,14,lives,lives,13,13,he,he,_,_
0-3HA5ODM5KAQMBFOTVTIVD64M7ZGSVZ,Making food in the slow cooker suited Tanya but not Felicia because _ works longer hours.,Making food in the slow cooker suited Tanya but not Felicia because _ works shorter hours.,_,_,12,12,Tanya,Felicia,7,10,7,10,longer,shorter,14,works,works,13,13,she,she,_,_
0-3VMV5CHJZATJ27AKFW0ZF8L7GL9GT5,I can't concentrate in silence so I'd rather go to the cafe instead of the library to study since the _ is not quiet.,I can't concentrate in silence so I'd rather go to the cafe instead of the library to study since the _ is too quiet.,_,_,20,20,cafe,library,11,15,11,15,not,too,22,is,is,21,21,it,it,the _,the _
0-31KPKEKW4AB71S6BHA8B2O4WEWHB0S,The old capacitor would not fit in the box because the _ is too awkward.,The old capacitor would not fit in the box because the _ is too straight.,_,_,11,11,capacitor,box,2,8,2,8,awkward,straight,14,is,is,12,12,it,it,the _,the _
0-3EGKVCRQFY6JSC139GVKMEMPFVDYBF,James finished watching the movie while on a journey to his hometown. The _ was short.,James finished watching the movie while on a journey to his hometown. The _ was long.,_,_,13,13,movie,journey,4,8,4,8,short,long,15,was,was,14,14,It,It,The _,The _
0-3DWNFENNE599COLV81KU4D1VTAWJ4W,John had to buy another ring as it would not fit the finger of his fiancee. The _ is small.,John had to buy another ring as it would not fit the finger of his fiancee. The _ is big.,_,_,17,17,ring,finger,5,12,5,12,small,big,19,is,is,18,18,It,It,The _,The _
0-322ZSN9Z5IY3QRH0KVYY6JO3P6N4T6,Randy runs a trash removal service and he met Kyle at the job site; _ is the business owner.,Randy runs a trash removal service and he met Kyle at the job site; _ is the property owner.,_,_,14,14,Randy,Kyle,0,9,0,9,business owner,property owner,17,is,is,15,15,he,he,_,_
0-3XWUWJ18TN4H72Q4Z6FQOJ8Z7YSUUM,The milk gets colder when mixed with the ice cube in the cup because the _ is hot.,The milk gets colder when mixed with the ice cube in the cup because the _ is cold.,_,_,15,15,milk,ice cube,1,8,1,8,hot,cold,17,is,is,16,16,it,it,the _,the _
0-3Q9SPIIRWL0AKX1BO1D066H3MG8WAL,James was panting more heavily when he jogged on the street compared to when he jogged on the lawn because the _ is longer.,James was panting more heavily when he jogged on the street compared to when he jogged on the lawn because the _ is shorter.,_,_,21,21,street,lawn,10,18,10,18,longer,shorter,23,is,is,22,22,it,it,the _,the _
0-3LOJFQ4BOXD2TFBZZZ9ZGY75VBGKDN,Nancy preferred to eat popcorn rather than candy at the movies because the _ is saltier.,Nancy preferred to eat popcorn rather than candy at the movies because the _ is sweeter.,_,_,13,13,popcorn,candy,4,7,4,7,saltier,sweeter,15,is,is,14,14,it,it,the _,the _
0-3W1K7D6QSDVJX2B852X30LVQKMMZB3,Janet was able to prevent her pad from leaking her period because the _ was big.,Janet was able to prevent her pad from leaking her period because the _ was low.,_,_,13,13,pad,period,6,10,6,10,big,low,15,was,was,14,14,it,it,the _,the _
0-3OJX0UFJ01LJNA211VKZSNLMV7ZU93,John emptied the water from the bottle into the cup but we still have some left in the bottle. The _ is big.,John emptied the water from the bottle into the cup but we still have some left in the bottle. The _ is small.,_,_,20,20,bottle,cup,6,9,6,9,big,small,22,is,is,21,21,It,It,The _,The _
0-3VEI3XUCZTBCZ5QREQLR92YGSDDRPQ,James could see the other side of the room through the plate unlike the board that was there before. Definitely the _ is transparent.,James could see the other side of the room through the plate unlike the board that was there before. Definitely the _ is opaque.,_,_,21,21,plate,board,11,14,11,14,transparent,opaque,23,is,is,22,22,it,it,the _,the _
0-3CRWSLD91MI3HP1YUICVY3ZHE1HOMH,Leslie was able to jump to the top of the wall while leaving Brian behind because _ is tall.,Leslie was able to jump to the top of the wall while leaving Brian behind because _ is short.,_,_,16,16,Leslie,Brian,0,13,0,13,tall,short,18,is,is,17,17,he,he,_,_
0-3W9XHF7WGKT9A47WLP9EL2PRYZWKT2,I cannot forgive the hurt he made me feel as much as I love him because the _ is too strong.,I cannot forgive the hurt he made me feel as much as I love him because the _ is too weak.,_,_,17,17,hurt,love,4,13,4,13,strong,weak,20,is,is,18,18,it,it,the _,the _
0-3FDWKV9VCPGYUULVQ4O4X9R6WN5MUS,"Jeffrey has to take the medication for his diabetes, but Joel doesn't have that problem; _ is likely to eat too much sugar.","Jeffrey has to take the medication for his diabetes, but Joel doesn't have that problem; _ is likely to eat barely any sugar.",_,_,15,15,Jeffrey,Joel,0,10,0,10,too much,barely any,20,is,is,16,16,he,he,_,_
0-33CLA8O0MKP08S1X0NPMX8KDSL8FRP,The toilet is worse than my wife's closet because the _ is a small space.,The toilet is worse than my wife's closet because the _ is a huge space.,_,_,10,10,toilet,closet,1,7,1,7,small,huge,13,is,is,11,11,it,it,the _,the _
0-3UQVX1UPFSFDDF6FYHF01V1SF7V02Z,"Gmail is so yesterday, Samantha thought, as Jennifer talked about it; _ is on top of new trends.","Gmail is so yesterday, Samantha thought, as Jennifer talked about it; _ is not aware of new trends.",_,_,11,11,Samantha,Jennifer,4,7,4,7,on top of,not aware of,13,is,is,12,12,she,she,_,_
0-3ABAOCJ4RAI621EE9V4ZN8UHTXTQMB,We cannot see the letters written on the red shirt but we can see the numbers because the _ are red.,We cannot see the letters written on the red shirt but we can see the numbers because the _ are white.,_,_,18,18,letters,numbers,4,15,4,15,red,white,20,are,are,19,19,they,they,the _,the _
0-39O0SQZVJPLNTZMRI4RA9G7WTXTR70,The water did not get to the bottom of the bowl after James poured water on the soil in it. Just the _ is dry.,The water did not get to the bottom of the bowl after James poured water on the soil in it. Just the _ is wet.,_,_,22,22,bowl,soil,10,17,10,17,dry,wet,24,is,is,23,23,it,it,the _,the _
0-38VTL6WC4CRH3WKU8647JSMX5A7Y5G,"Although broccoli and steak can both be part of a healthy diet, the _ has more antioxidants.","Although broccoli and steak can both be part of a healthy diet, the _ has fewer antioxidants.",_,_,13,13,broccoli,steak,1,3,1,3,more,fewer,15,has,has,14,14,it,it,the _,the _
